Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_744393580068,L,680 nH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,744393580068,±20%,74439358,https://www.trustedparts.com/en/search/744393580068,38.0,1.690
L_74439358010,L,1.0 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74439358010,±20%,74439358,https://www.trustedparts.com/en/search/74439358010,30.2,2.320
L_74439358015,L,1.5 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74439358015,±20%,74439358,https://www.trustedparts.com/en/search/74439358015,25.1,3.500
L_74439358022,L,2.2 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74439358022,±20%,74439358,https://www.trustedparts.com/en/search/74439358022,21.9,4.070
L_74439358033,L,3.3 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74439358033,±20%,74439358,https://www.trustedparts.com/en/search/74439358033,17.9,7.480
L_74439358047,L,4.7 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74439358047,±20%,74439358,https://www.trustedparts.com/en/search/74439358047,13.3,9.510
L_74439358068,L,6.8 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74439358068,±20%,74439358,https://www.trustedparts.com/en/search/74439358068,10.6,14.300
L_74439358100,L,10.0 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74439358100,±20%,74439358,https://www.trustedparts.com/en/search/74439358100,8.5,20.900
L_74439358150,L,15.0 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,74439358150,±20%,74439358,https://www.trustedparts.com/en/search/74439358150,7.2,27.500
L_74439358220,L,22.0 µH,inductor_footprints:74439358,https://www.we-online.com/components/products/datasheet/220.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,74439358220,±20%,74439358,https://www.trustedparts.com/en/search/74439358220,7.1,34.100
